"","h16_g3","h16_g4","h16_g6","h16_eco9","h16_reg7","p1602_8aq1"
"10139",2,2003,5,NA,3,NA
"10140",1,2006,4,NA,3,NA
"10141",1,2007,4,NA,3,NA
"10142",1,1951,4,611,3,NA
"10143",2,1954,2,952,3,192
"10144",1,1984,7,252,7,383
"10145",1,1939,3,611,3,NA
"10146",2,1942,3,NA,3,NA
"10147",1,1935,5,611,3,NA
"10148",2,1947,5,611,3,NA
"10149",1,1942,3,611,3,NA
"10150",2,1943,2,611,3,NA
"10151",1,1940,2,NA,3,NA
"10152",2,1945,2,NA,3,NA
"10153",2,1966,4,442,3,259
"10154",1,1964,4,611,3,NA
"10155",1,1941,2,611,3,NA
"10156",2,1946,3,611,3,NA
"10157",2,1951,2,NA,3,NA
"10158",2,1946,3,611,3,NA
"10159",1,1935,3,NA,3,NA
"10160",2,1937,2,NA,3,NA
"10161",2,1937,2,NA,3,NA
"10162",1,1965,4,611,3,NA
"10163",2,1967,3,611,3,NA
"10164",1,2002,5,NA,3,NA
"10165",2,1936,3,NA,3,NA
"10166",2,1939,2,NA,3,NA
"10167",2,1955,3,611,3,NA
"10168",1,1954,3,772,3,257
"10169",2,1955,3,NA,3,NA
"10170",2,1937,2,NA,3,NA
"10171",2,1982,5,NA,3,NA
"10172",1,1979,5,842,3,358
"10173",1,2009,3,NA,3,NA
"10174",1,2011,3,NA,3,NA
"10175",2,2013,3,NA,3,NA
"10176",2,2018,1,NA,3,NA
"10177",1,1988,5,799,3,326
"10178",2,1940,3,611,3,NA
"10179",2,1940,3,NA,3,NA
"10180",1,1935,2,NA,3,NA
"10181",2,1934,3,NA,3,NA
"10182",2,1936,2,NA,3,NA
"10183",2,1935,2,NA,3,NA
"10184",2,1946,3,NA,3,NA
"10185",1,1937,3,999,3,27
"10186",2,1943,3,NA,3,NA
"10187",2,1941,2,NA,3,NA
"10188",2,1953,4,922,3,150
"10189",2,1940,2,NA,3,NA
"10190",2,1932,3,NA,3,NA
"10191",2,1936,2,NA,3,NA
"10192",1,1965,5,NA,3,NA
"10193",2,1939,2,NA,3,NA
"10194",2,1937,2,NA,3,NA
"10195",2,1932,2,NA,3,NA
"10196",1,1955,5,611,3,NA
"10197",2,1959,4,611,3,NA
"10198",2,1984,7,311,3,341
"10199",1,1967,5,611,3,NA
"10200",2,1977,5,611,3,NA
"10201",1,2000,7,NA,3,NA
"10202",2,2002,5,NA,3,NA
"10203",1,2006,4,NA,3,NA
"10204",1,1954,5,613,3,NA
"10205",2,1957,4,613,3,NA
"10206",1,1937,3,NA,3,NA
"10207",2,1942,2,NA,3,NA
"10208",1,1935,3,NA,3,NA
"10209",1,1934,3,611,3,NA
"10210",2,1943,3,611,3,NA
"10211",1,1962,5,611,3,NA
"10212",2,1970,5,611,3,110
"10213",2,1997,7,399,3,210
"10214",1,1933,2,NA,3,NA
"10215",2,1941,2,NA,3,NA
"10216",2,1945,2,NA,3,NA
"10217",2,1939,3,NA,3,NA
"10218",1,1936,3,941,3,27
"10219",2,1954,3,910,3,220
"10220",1,1941,5,NA,3,NA
"10221",2,1940,3,NA,3,NA
"10222",1,1925,4,NA,3,NA
"10223",2,1930,3,NA,3,NA
"10224",1,1936,5,941,3,27
"10225",2,1941,3,NA,3,NA
"10226",2,1923,3,NA,3,NA
"10227",1,1956,7,611,3,NA
"10228",2,1957,5,133,3,30
"10229",2,1932,2,NA,3,NA
"10230",1,1950,3,611,3,NA
"10231",2,1957,3,611,3,NA
"10232",2,1984,7,313,1,229
"10233",1,1977,7,221,1,625
"10234",1,1982,8,320,3,446
"10235",1,1964,3,753,3,343
"10236",2,1985,4,611,3,NA
"10237",2,1935,2,611,3,NA
"10238",2,2005,4,NA,3,NA
"10239",1,2007,4,NA,3,NA
"10240",2,1937,3,941,3,27
"10241",1,1938,7,611,3,NA
"10242",2,1946,3,611,3,NA
"10243",2,1931,2,NA,3,NA
"10244",2,1957,3,941,3,121
"10245",2,1948,3,991,3,150
"10246",2,1937,2,NA,3,NA
"10247",1,1932,7,NA,3,NA
"10248",2,1940,3,999,3,27
"10249",2,1941,2,NA,3,NA
"10250",2,1940,2,NA,3,NA
"10251",1,1940,8,NA,3,NA
"10252",2,1947,4,NA,3,NA
"10253",1,1944,5,611,3,NA
"10254",2,1949,4,NA,3,NA
"10255",1,1933,3,NA,3,NA
"10256",2,1937,3,NA,3,NA
"10257",1,1945,3,611,3,NA
"10258",2,1950,3,611,3,NA
"10259",2,1952,4,421,3,75
"10260",1,1949,3,611,3,NA
"10261",2,1957,3,611,3,NA
"10262",1,1978,5,431,3,432
"10263",2,2005,4,NA,3,NA
"10264",2,2008,3,NA,3,NA
"10265",1,1935,3,611,3,NA
"10266",2,1944,3,952,3,27
"10267",1,1932,2,NA,3,NA
"10268",1,1966,4,999,3,253
"10269",2,1999,6,NA,3,NA
"10270",1,1936,3,NA,3,NA
"10271",2,1946,2,NA,3,NA
"10272",1,1980,5,611,3,NA
"10273",2,1983,5,NA,3,NA
"10274",1,2010,3,NA,3,NA
"10275",1,2011,3,NA,3,NA
"10276",2,1947,2,NA,3,NA
"10277",1,1947,5,NA,3,NA
"10278",2,1952,5,NA,3,NA
"10279",2,1934,2,NA,3,NA
"10280",1,1931,2,NA,3,NA
"10281",1,1961,5,611,3,NA
"10282",1,1960,3,611,3,NA
"10283",2,1927,2,NA,3,NA
"10284",1,1952,5,611,3,NA
"10285",2,1955,4,611,3,NA
"10286",1,1960,3,873,3,120
"10287",2,1969,6,NA,3,NA
"10288",1,1997,5,NA,3,NA
"10289",2,1998,5,NA,3,NA
"10290",2,1949,3,611,3,NA
"10291",2,1942,2,NA,3,NA
"10292",2,1940,2,611,3,NA
"10293",2,1940,2,611,3,NA
"10294",2,1939,2,611,3,NA
"10295",2,1938,2,NA,3,NA
"10296",1,1967,5,510,7,NA
"10297",1,1978,6,312,7,434
"10298",2,1977,6,247,7,329
"10299",1,2006,4,NA,7,NA
"10300",1,2008,3,NA,7,NA
"10301",2,2012,3,NA,7,NA
"10302",2,1983,6,NA,7,NA
"10303",1,1985,6,NA,7,NA
"10304",1,2019,1,NA,7,NA
"10305",2,1981,5,422,7,NA
"10306",1,1977,7,873,7,350
"10307",1,2007,4,NA,7,NA
"10308",2,2009,3,NA,7,NA
"10309",2,1941,3,NA,7,NA
"10310",1,1976,8,252,7,677
"10311",2,1977,8,252,7,631
"10312",1,2007,4,NA,7,NA
"10313",1,2009,3,NA,7,NA
"10314",1,1976,7,761,7,666
"10315",2,1978,7,442,7,108
"10316",2,2009,3,NA,7,NA
"10317",2,2013,3,NA,7,NA
"10318",1,1958,6,942,7,60
"10319",2,1958,5,NA,7,NA
"10320",1,1991,6,831,7,250
"10321",1,1984,7,312,7,400
"10322",2,1990,6,NA,7,NA
"10323",1,2019,1,NA,7,NA
"10324",2,1932,2,NA,7,NA
"10325",2,1999,7,NA,7,NA
"10326",1,1954,3,991,7,100
"10327",1,1972,5,312,7,418
"10328",2,1972,5,421,7,198
"10329",1,1998,5,NA,7,NA
"10330",2,2002,5,NA,7,NA
"10331",2,2005,4,NA,7,NA
"10332",1,1959,7,612,7,346
"10333",1,1943,5,NA,7,NA
"10334",2,1941,3,NA,7,NA
"10335",2,1940,2,NA,7,NA
"10336",1,1957,4,873,7,500
"10337",2,1963,4,941,7,110
"10338",1,1997,5,NA,7,NA
"10339",1,1986,7,222,1,400
"10340",2,1980,5,NA,1,NA
"10341",2,2014,1,NA,1,NA
"10342",2,2016,1,NA,1,NA
"10343",1,1989,6,921,7,250
"10344",2,1988,5,422,7,180
"10345",2,2014,1,NA,7,NA
"10346",2,2016,1,NA,7,NA
"10347",1,1962,6,311,7,648
"10348",2,1964,5,421,7,255
"10349",1,1991,7,NA,7,NA
"10350",2,1993,7,313,7,132
"10351",2,1993,7,259,1,264
"10352",2,1956,3,NA,7,NA
"10353",1,1983,5,422,7,91
"10354",1,1968,6,761,7,570
"10355",2,1974,8,NA,7,NA
"10356",1,2009,3,NA,7,NA
"10357",2,2012,3,NA,7,NA
"10358",1,1976,7,311,7,491
"10359",2,1942,3,NA,7,NA
"10360",2,2008,3,NA,7,NA
"10361",1,1945,4,NA,7,NA
"10362",1,2011,3,NA,7,NA
"10363",2,1983,6,272,7,0
"10364",1,1982,7,411,7,497
"10365",1,2018,1,NA,7,NA
"10366",2,2019,1,NA,7,NA
"10367",2,2019,1,NA,7,NA
"10368",1,1959,7,611,7,NA
"10369",2,1960,5,432,7,150
"10370",2,1933,3,NA,7,NA
"10371",1,1989,8,223,1,367
"10372",2,1956,4,999,7,100
"10373",2,1942,6,NA,7,NA
"10374",2,1946,4,951,7,74
"10375",1,1939,4,NA,7,NA
"10376",2,1947,3,941,7,112
"10377",1,1973,5,873,7,208
"10378",2,2008,3,NA,7,NA
"10379",2,2010,3,NA,7,NA
"10380",1,1970,5,432,7,500
"10381",2,1971,7,152,7,NA
"10382",1,2003,5,NA,7,NA
"10383",1,2005,4,NA,7,NA
"10384",1,1947,7,941,7,27
"10385",2,1950,5,999,7,50
"10386",1,1973,7,231,7,NA
"10387",2,1973,5,399,7,200
"10388",2,2001,5,NA,7,NA
"10389",1,2006,4,NA,7,NA
"10390",1,1977,6,312,7,298
"10391",2,1977,6,254,7,NA
"10392",1,2006,4,NA,7,NA
"10393",2,2006,4,NA,7,NA
"10394",2,1950,3,941,7,27
"10395",1,1971,5,941,7,119
"10396",1,1946,5,611,7,NA
"10397",2,1946,5,429,7,68
"10398",1,1959,7,611,7,NA
"10399",2,1962,5,710,7,226
"10400",1,1986,8,234,7,297
"10401",2,1936,3,941,7,27
"10402",1,1969,7,247,7,382
"10403",2,1969,7,783,7,NA
"10404",1,1995,6,NA,7,NA
"10405",2,1997,7,442,7,30
"10406",1,1952,5,611,7,NA
"10407",2,1958,4,611,7,NA
"10408",1,1981,7,312,7,438
"10409",2,1988,6,442,7,NA
"10410",2,1930,2,NA,7,NA
"10411",1,1932,3,NA,7,NA
"10412",2,1935,3,NA,7,NA
"10413",2,1961,4,611,7,NA
"10414",1,1984,7,231,7,475
"10415",1,1988,7,231,7,382
"10416",2,1988,7,312,7,195
"10417",1,2018,1,NA,7,NA
"10418",1,1955,5,611,7,NA
"10419",2,1958,3,991,7,NA
"10420",1,1980,5,611,7,NA
"10421",1,1982,5,NA,7,NA
"10422",1,1941,5,NA,7,NA
"10423",2,1944,3,NA,7,NA
"10424",1,1972,7,611,7,NA
"10425",2,1975,7,952,7,150
"10426",1,2004,5,NA,7,NA
"10427",1,2005,4,NA,7,NA
"10428",2,2009,3,NA,7,NA
"10429",2,2012,3,NA,7,NA
"10430",1,2014,1,NA,7,NA
"10431",2,1932,3,991,7,27
"10432",1,1955,4,611,7,NA
"10433",2,1954,4,611,7,NA
"10434",1,1947,3,611,7,NA
"10435",2,1944,3,611,7,NA
"10436",2,1927,2,NA,7,NA
"10437",1,1932,5,NA,7,NA
"10438",1,1973,5,611,7,NA
"10439",2,1972,5,441,7,NA
"10440",1,2004,5,NA,7,NA
"10441",2,2006,4,NA,7,NA
"10442",1,1969,7,274,7,NA
"10443",1,2002,5,NA,7,NA
"10444",1,1969,4,NA,7,NA
"10445",1,1978,5,611,7,NA
"10446",2,2011,3,NA,7,NA
"10447",1,2014,1,NA,7,NA
"10448",2,1949,3,NA,7,NA
"10449",1,1932,3,NA,7,NA
"10450",1,1970,5,611,7,NA
"10451",2,1990,7,991,7,NA
"10452",2,2016,1,NA,7,NA
"10453",1,2019,1,NA,7,NA
"10454",1,1939,3,NA,7,NA
"10455",2,1936,3,NA,7,NA
"10456",2,1932,2,NA,7,NA
"10457",2,1937,2,941,7,27
"10458",2,1951,3,941,7,27
"10459",1,1946,3,611,3,NA
"10460",2,1950,3,611,3,NA
"10461",1,1933,3,NA,3,NA
"10462",2,1937,3,NA,3,NA
"10463",1,1932,3,NA,3,NA
"10464",2,1935,2,NA,3,NA
"10465",1,1952,5,942,4,250
"10466",2,1951,4,NA,4,NA
"10467",1,1980,7,247,2,450
"10468",2,1979,7,252,2,440
"10469",1,2010,3,NA,2,NA
"10470",2,2012,3,NA,2,NA
"10471",2,1965,5,NA,4,NA
"10472",1,1959,6,NA,4,NA
"10473",2,2003,5,NA,4,NA
"10474",1,1966,7,NA,4,NA
"10475",1,1967,7,NA,4,NA
"10476",2,1977,5,992,4,462
"10477",1,2002,5,NA,4,NA
"10478",1,2005,4,NA,4,NA
"10479",2,1955,3,991,4,195
"10480",2,1934,2,NA,4,NA
"10481",2,1939,2,611,4,NA
"10482",1,1967,5,532,4,NA
"10483",2,1976,5,532,4,NA
"10484",2,1997,5,NA,4,NA
"10485",1,1998,6,753,4,275
"10486",1,1960,4,NA,6,NA
"10487",2,1963,5,930,6,250
"10488",2,1992,7,245,2,258
"10489",1,1989,7,411,6,483
"10490",2,1948,4,NA,1,NA
"10491",2,1959,5,141,2,900
"10492",1,1958,7,141,2,800
"10493",2,1989,8,312,2,500
"10494",1,1983,7,NA,2,NA
"10495",1,2019,1,NA,2,NA
"10496",1,1947,5,942,1,197
"10497",2,1947,4,941,1,150
"10498",1,1976,5,781,2,370
"10499",2,1979,7,286,4,204
"10500",1,1979,8,NA,4,NA
"10501",2,2008,3,NA,4,NA
"10502",1,2014,1,NA,4,NA
"10503",1,1969,7,222,1,NA
"10504",2,1970,5,313,1,530
"10505",1,1997,7,NA,1,NA
"10506",2,1999,6,314,1,180
"10507",2,1972,7,259,2,208
"10508",1,1954,4,NA,2,NA
"10509",1,1981,5,875,2,NA
"10510",2,1952,4,NA,2,NA
"10511",2,1950,5,NA,2,NA
"10512",2,1979,6,313,2,237
"10513",1,1977,6,311,2,481
"10514",2,2009,3,NA,2,NA
"10515",1,2015,1,NA,2,NA
"10516",1,1958,5,873,2,439
"10517",2,1953,4,421,2,69
"10518",2,1922,3,NA,2,NA
"10519",1,1983,6,761,2,459
"10520",2,1983,6,NA,2,NA
"10521",2,2013,3,NA,2,NA
"10522",1,2017,1,NA,2,NA
"10523",2,1981,7,281,2,167
"10524",1,1986,6,235,2,486
"10525",2,2016,1,NA,2,NA
"10526",2,1938,2,NA,1,NA
"10527",1,1942,4,611,2,NA
"10528",2,1947,3,611,2,NA
"10529",1,1939,4,611,2,NA
"10530",2,1938,3,611,2,NA
"10531",2,1946,3,NA,2,NA
"10532",2,1932,5,NA,2,NA
"10533",1,1948,4,611,2,NA
"10534",2,1951,3,611,2,NA
"10535",2,1981,7,259,2,200
"10536",2,1939,3,941,2,27
"10537",1,1947,5,611,2,NA
"10538",2,1952,5,442,2,NA
"10539",2,1939,3,NA,2,NA
"10540",1,1939,3,NA,2,NA
"10541",2,1944,3,941,2,27
"10542",2,1950,3,421,2,152
"10543",2,1998,7,NA,2,NA
"10544",2,2001,7,NA,2,NA
"10545",1,1944,4,NA,7,NA
"10546",2,1948,3,NA,7,NA
"10547",2,1955,3,941,2,45
"10548",1,1983,5,431,2,358
"10549",2,1968,6,NA,6,NA
"10550",2,1937,3,NA,1,NA
"10551",1,1944,7,NA,1,NA
"10552",2,1945,5,NA,1,NA
"10553",1,1972,5,753,1,NA
"10554",2,1976,5,422,1,560
"10555",2,1962,5,721,1,183
"10556",2,1997,7,NA,1,NA
"10557",2,1940,4,NA,2,NA
"10558",2,1936,3,NA,1,NA
"10559",1,1985,6,432,1,300
"10560",1,1944,3,NA,1,NA
"10561",1,1950,5,942,1,160
"10562",2,1954,3,NA,1,NA
"10563",1,1970,6,225,1,617
"10564",1,1972,6,231,2,461
"10565",2,1974,6,253,2,60
"10566",2,2007,4,NA,2,NA
"10567",1,2008,3,NA,2,NA
"10568",2,2012,3,NA,2,NA
"10569",2,2016,1,NA,2,NA
"10570",1,1968,5,NA,1,NA
"10571",2,1968,5,930,1,215
"10572",2,2009,3,NA,1,NA
"10573",1,1974,7,254,1,600
"10574",2,1979,7,NA,1,NA
"10575",1,2010,3,NA,1,NA
"10576",2,1930,3,NA,1,NA
"10577",2,1971,9,532,5,NA
"10578",1,1971,5,874,5,NA
"10579",2,1995,7,285,1,208
"10580",1,1978,6,875,5,NA
"10581",2,1971,6,421,5,160
"10582",2,2006,4,NA,5,NA
"10583",1,1960,3,NA,5,NA
"10584",2,1962,5,992,5,165
"10585",1,1995,5,441,5,250
"10586",1,1941,3,NA,5,NA
"10587",2,1944,3,NA,5,NA
"10588",2,1931,2,NA,5,NA
"10589",2,1940,3,NA,5,NA
"10590",2,1933,2,NA,2,NA
"10591",1,1940,4,NA,5,NA
"10592",2,1953,4,NA,5,NA
"10593",1,1979,5,930,5,460
"10594",2,1979,5,NA,5,NA
"10595",1,1939,2,NA,5,NA
"10596",2,1950,2,NA,5,NA
"10597",2,1942,3,999,5,27
"10598",1,1969,5,431,5,310
"10599",2,1980,5,313,5,230
"10600",2,2004,5,NA,5,NA
"10601",1,2006,4,NA,5,NA
"10602",1,1982,7,141,5,600
"10603",2,1983,7,NA,5,NA
"10604",1,2012,3,NA,5,NA
"10605",1,2012,3,NA,5,NA
"10606",2,2017,1,NA,5,NA
"10607",1,1975,5,875,5,NA
"10608",2,1983,5,NA,5,NA
"10609",2,1944,2,NA,5,NA
"10610",1,1964,5,510,5,NA
"10611",2,1968,5,NA,5,NA
"10612",1,1935,3,NA,5,NA
"10613",2,1938,3,NA,5,NA
"10614",2,1937,2,NA,5,NA
"10615",1,1972,7,730,5,NA
"10616",2,1972,7,521,5,350
"10617",2,2004,5,NA,5,NA
"10618",1,1968,6,852,5,366
"10619",2,1968,5,NA,5,NA
"10620",1,1996,5,399,5,303
"10621",2,1934,3,NA,5,NA
"10622",1,1943,2,NA,5,NA
"10623",1,1974,5,NA,7,NA
"10624",1,2003,5,NA,7,NA
"10625",1,1979,7,311,7,426
"10626",2,1979,8,254,7,150
"10627",1,2010,3,NA,7,NA
"10628",2,2011,3,NA,7,NA
"10629",1,2013,3,NA,7,NA
"10630",1,1939,4,NA,7,NA
"10631",2,1942,3,NA,7,NA
"10632",2,1940,2,NA,7,NA
"10633",1,1973,5,510,7,1208
"10634",2,1974,5,312,7,300
"10635",2,2001,7,NA,7,NA
"10636",2,1939,3,NA,7,NA
"10637",1,1936,3,611,7,NA
"10638",2,1936,3,611,7,NA
"10639",1,1947,4,611,7,NA
"10640",2,1953,4,611,7,NA
"10641",1,1939,3,611,7,NA
"10642",2,1942,3,611,7,NA
"10643",1,1957,5,NA,7,NA
"10644",2,1959,3,941,7,152
"10645",2,1983,7,311,7,329
"10646",1,1979,7,311,7,375
"10647",1,2017,1,NA,7,NA
"10648",1,2017,1,NA,7,NA
"10649",2,1930,2,NA,1,NA
"10650",2,1965,3,NA,1,NA
"10651",2,1938,2,611,5,NA
"10652",1,1993,6,762,5,277
"10653",1,1937,2,611,5,NA
"10654",2,1931,2,NA,5,NA
"10655",2,1939,2,NA,5,NA
"10656",1,1965,3,NA,5,NA
"10657",2,1949,2,611,5,NA
"10658",2,1949,3,611,5,NA
"10659",1,1957,5,930,5,250
"10660",2,1961,5,311,5,672
"10661",1,1991,7,441,5,280
"10662",2,1986,7,NA,5,NA
"10663",1,1987,6,930,5,317
"10664",1,2019,1,NA,5,NA
"10665",1,1952,5,NA,5,NA
"10666",2,1957,5,NA,5,NA
"10667",2,1939,4,NA,5,NA
"10668",2,1951,3,NA,5,NA
"10669",1,1980,7,330,5,270
"10670",2,1980,5,NA,5,NA
"10671",2,2008,3,NA,5,NA
"10672",2,2011,3,NA,5,NA
"10673",1,1935,7,NA,5,NA
"10674",1,1946,2,NA,5,NA
"10675",2,1950,2,NA,5,NA
"10676",2,1952,3,NA,5,NA
"10677",1,1968,5,149,5,325
"10678",2,1971,5,953,5,120
"10679",2,1999,7,422,5,150
"10680",2,2002,5,NA,5,NA
"10681",1,1935,2,NA,5,NA
"10682",1,1982,7,312,5,808
"10683",2,1981,7,313,5,257
"10684",2,2014,1,NA,5,NA
"10685",2,1956,5,NA,5,NA
"10686",1,2018,1,NA,5,NA
"10687",1,1985,8,239,5,520
"10688",2,1987,8,222,5,NA
"10689",2,2018,1,NA,5,NA
"10690",1,1942,4,NA,5,NA
"10691",2,1945,3,NA,5,NA
"10692",2,1947,3,NA,7,NA
"10693",1,1948,5,611,7,NA
"10694",2,1952,4,611,7,NA
"10695",2,1981,7,NA,7,NA
"10696",1,1981,5,NA,7,NA
"10697",1,1979,7,313,3,593
"10698",2,1991,7,239,3,535
"10699",2,1953,4,999,7,27
"10700",1,1941,8,NA,7,NA
"10701",2,1945,3,NA,7,NA
"10702",2,1940,4,NA,7,NA
"10703",1,1971,7,930,7,367
"10704",2,1971,5,NA,7,NA
"10705",2,2009,3,NA,7,NA
"10706",2,1947,3,NA,7,NA
"10707",2,1942,3,941,7,27
"10708",1,1942,3,NA,7,NA
"10709",2,1944,2,NA,7,NA
"10710",1,1955,4,611,7,NA
"10711",2,1957,3,611,7,NA
"10712",2,1943,3,611,7,NA
"10713",2,1945,3,611,7,NA
"10714",1,1930,3,NA,7,NA
"10715",2,1936,3,611,7,NA
"10716",2,1937,2,NA,5,NA
"10717",1,1946,5,NA,5,NA
"10718",2,1945,3,NA,5,NA
"10719",1,1975,5,910,5,NA
"10720",1,1960,9,NA,1,NA
"10721",2,1960,7,NA,1,NA
"10722",1,1988,7,NA,1,NA
"10723",2,1994,7,NA,1,NA
"10724",1,1940,7,NA,1,NA
"10725",2,1947,5,NA,1,NA
"10726",1,1974,5,431,6,208
"10727",2,1972,5,521,6,180
"10728",2,2004,5,NA,6,NA
"10729",1,2006,4,NA,6,NA
"10730",1,1938,7,NA,2,NA
"10731",2,1940,5,NA,2,NA
"10732",1,1953,5,521,1,NA
"10733",2,1957,5,521,1,265
"10734",1,1967,6,992,1,307
"10735",2,1965,5,NA,1,NA
"10736",1,1963,5,910,1,462
"10737",1,1940,5,NA,1,NA
"10738",1,1974,5,NA,1,NA
"10739",1,1932,6,NA,1,NA
"10740",2,1933,3,NA,1,NA
"10741",1,1955,4,873,2,NA
"10742",2,1958,4,611,2,NA
"10743",1,1945,5,941,1,130
"10744",2,1948,2,NA,1,NA
"10745",1,1973,6,NA,1,NA
"10746",1,1949,5,NA,1,NA
"10747",2,1952,4,951,1,50
"10748",1,1976,6,312,1,480
"10749",2,1978,7,281,1,349
"10750",1,2016,1,NA,1,NA
"10751",2,1936,3,NA,5,NA
"10752",1,1938,3,NA,5,NA
"10753",1,1946,3,NA,5,NA
"10754",2,1939,3,611,5,NA
"10755",1,1933,5,611,5,NA
"10756",2,1936,3,611,5,NA
"10757",2,1955,3,NA,5,NA
"10758",2,1937,3,NA,5,NA
"10759",1,1957,4,611,5,NA
"10760",2,1961,5,611,5,NA
"10761",1,1987,5,611,5,NA
"10762",2,1984,6,532,5,250
"10763",1,1986,6,930,5,292
"10764",2,1965,5,NA,5,NA
"10765",1,1965,5,910,5,NA
"10766",2,1994,5,930,5,220
"10767",2,1946,3,NA,5,NA
"10768",1,1947,5,NA,5,NA
"10769",2,1946,3,NA,5,NA
"10770",2,1941,4,NA,5,NA
"10771",2,1974,5,246,5,460
"10772",1,1957,5,611,5,NA
"10773",2,1956,4,611,5,NA
"10774",1,1939,3,941,5,27
"10775",1,1958,3,NA,5,NA
"10776",1,1941,3,611,5,NA
"10777",2,1943,3,611,5,NA
"10778",1,1946,4,NA,5,NA
"10779",2,1955,3,NA,6,NA
"10780",1,1980,9,239,5,679
"10781",2,1946,7,NA,5,NA
"10782",2,1946,5,NA,5,NA
"10783",2,1981,7,721,5,NA
"10784",1,1973,6,873,5,300
"10785",2,1977,6,NA,5,NA
"10786",1,1981,6,874,5,256
"10787",2,1947,3,NA,5,NA
"10788",2,1980,5,421,5,214
"10789",2,1941,2,NA,7,NA
"10790",2,1956,5,NA,7,NA
"10791",1,1956,7,942,7,222
"10792",1,1940,3,NA,7,NA
"10793",2,1945,3,NA,7,NA
"10794",2,1947,3,941,7,27
"10795",1,1956,5,NA,7,NA
"10796",2,1962,5,NA,7,NA
"10797",1,1976,6,312,7,549
"10798",2,1977,8,252,7,467
"10799",1,2012,3,NA,7,NA
"10800",2,2014,1,NA,7,NA
"10801",1,1949,5,NA,7,NA
"10802",2,1951,5,NA,7,NA
"10803",1,1945,3,611,6,NA
"10804",2,1950,3,611,6,NA
"10805",2,1941,2,NA,6,NA
"10806",2,1943,2,NA,6,NA
"10807",2,1941,3,NA,3,NA
"10808",1,1944,4,NA,3,NA
"10809",2,1952,3,NA,3,NA
"10810",1,1942,4,NA,3,NA
"10811",2,1945,3,NA,3,NA
"10812",1,1942,3,NA,3,NA
"10813",2,1947,3,NA,3,NA
"10814",1,1974,5,873,3,308
"10815",2,1972,6,133,3,NA
"10816",2,2002,5,NA,3,NA
"10817",2,1945,3,NA,1,NA
"10818",1,1977,6,784,3,NA
"10819",2,1947,2,NA,3,NA
"10820",1,1951,5,930,3,114
"10821",2,1955,5,NA,3,NA
"10822",1,1954,7,942,3,228
"10823",2,1958,4,NA,3,NA
"10824",1,1982,8,784,3,343
"10825",2,1991,6,NA,3,NA
"10826",2,1945,3,NA,1,NA
"10827",2,1970,5,NA,1,NA
"10828",2,1993,6,999,1,140
"10829",1,1967,5,121,2,343
"10830",2,1975,5,313,2,227
"10831",2,1999,5,313,2,330
"10832",2,1997,7,399,2,167
"10833",1,1945,7,NA,1,NA
"10834",2,1946,7,NA,1,NA
"10835",1,1958,5,875,2,240
"10836",2,1961,5,521,2,NA
"10837",1,1959,5,320,1,340
"10838",2,1963,5,521,1,NA
"10839",1,1987,6,521,1,42
"10840",2,1952,3,941,1,27
"10841",2,1958,4,811,1,NA
"10842",1,1985,5,510,1,170
"10843",2,1982,6,399,1,294
"10844",1,1952,7,NA,4,NA
"10845",2,1955,7,421,4,35
"10846",1,1942,5,521,4,NA
"10847",2,1942,5,521,4,NA
"10848",2,1948,2,NA,3,NA
"10849",2,1944,4,NA,3,NA
"10850",1,1946,4,930,3,200
"10851",2,1946,3,NA,3,NA
"10852",1,1945,2,NA,3,NA
"10853",2,1951,4,930,3,NA
"10854",2,1951,4,NA,1,NA
"10855",1,1949,4,NA,4,NA
"10856",1,1994,5,NA,4,NA
"10857",2,1933,2,NA,3,NA
"10858",2,1971,5,NA,4,NA
"10859",2,1950,5,NA,4,NA
"10860",1,1936,3,NA,3,NA
"10861",2,1939,2,NA,3,NA
"10862",2,1942,3,NA,3,NA
"10863",2,1933,2,NA,3,NA
"10864",2,1950,3,421,3,76
"10865",2,1943,3,NA,3,NA
"10866",2,1933,2,NA,3,NA
"10867",2,1962,5,930,3,220
"10868",1,1994,6,NA,3,NA
"10869",2,1997,6,253,3,220
"10870",1,1938,5,NA,3,NA
"10871",2,1931,3,NA,3,NA
"10872",2,1928,2,NA,3,NA
"10873",1,1945,5,NA,3,NA
"10874",2,1950,4,NA,3,NA
"10875",2,1935,4,NA,3,NA
"10876",2,1938,4,NA,3,NA
"10877",1,1943,3,930,3,47
"10878",2,1939,2,953,3,52
"10879",1,1936,7,521,3,NA
"10880",2,1942,5,521,3,NA
"10881",1,1963,5,910,3,NA
"10882",2,1936,3,NA,3,NA
"10883",1,1975,7,853,3,427
"10884",2,1978,5,NA,3,NA
"10885",2,2002,5,NA,3,NA
"10886",2,2004,5,NA,3,NA
"10887",1,1976,7,510,3,490
"10888",2,1979,6,510,3,192
"10889",2,2012,3,NA,3,NA
"10890",2,2012,3,NA,3,NA
"10891",1,1932,4,NA,2,NA
"10892",1,1935,5,NA,2,NA
"10893",1,1947,4,NA,3,NA
"10894",2,1951,4,941,3,27
"10895",2,1984,7,313,3,443
"10896",1,1976,6,223,3,267
"10897",2,1950,4,NA,3,NA
"10898",2,2016,1,NA,3,NA
"10899",2,2018,1,NA,3,NA
"10900",1,1949,5,999,2,27
"10901",1,1978,7,311,2,412
"10902",1,1958,3,NA,2,NA
